tweet_url,tweet_id,user_id,user_screen_name,tweet_current_status,is_retweet,retweet_original_id
twitter.com/Gazou_Rctest/status/1448273572833730561,1448273572833730561,1726979112,Gazou_Rctest,unavailable_retweet,yes,1446024037197615105
twitter.com/Gazou_Rctest/status/1448275153595637764,1448275153595637764,1726979112,Gazou_Rctest,unavailable_retweeted_tweet,yes,1448275076189720577
twitter.com/AmliePell/status/1443907176888737795,1443907176888737795,1114578902,AmliePell,unavailable_tweet,no,
twitter.com/AmliePell/status/1448943124626149395,1448943124626149395,1114578902,AmliePell,protected_user,no,
twitter.com/NetflixFR/status/1443602789284782096,1443602789284782096,2341888057,NetflixFR,available_tweet,no,
twitter.com/realDonaldTrump/status/1347569870578266115,1347569870578266115,25073877,realDonaldTrump,suspended_user,no,
twitter.com/realDonaldTrump/status/1347555316863553542,1347555316863553542,25073877,realDonaldTrump,suspended_user,no,
twitter.com/realDonaldTrump/status/1347334804052844550,1347334804052844550,25073877,realDonaldTrump,suspended_user,no,
twitter.com/realDonaldTrump/status/1346954970910707712,1346954970910707712,25073877,realDonaldTrump,unavailable_tweet,no,
twitter.com/realDonaldTrump/status/1346928882595885058,1346928882595885058,25073877,realDonaldTrump,unavailable_tweet,no,
twitter.com/realDonaldTrump/status/1346912780700577792,1346912780700577792,25073877,realDonaldTrump,suspended_user,no,
twitter.com/Djebbari_JB/status/1442929331915747335,1442929331915747335,862770295219916802,Djebbari_JB,unavailable_tweet,no,
twitter.com/Yomguithereal/status/1448943568958132256,1448943568958132256,1565623927,Yomguithereal,protected_retweeted_user,yes,1448943124626149395
twitter.com/gardais13/status/1455617904213467137,1455617904213467137,1349072380459700231,gardais13,censored_tweet,no,
